inSmi	refIdx2	Sim
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	96	0.0461
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	44	0.0454
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	91	0.0453
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	66	0.0431
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	12	0.0420
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	1	0.0415
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	95	0.0403
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	97	0.0383
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	77	0.0378
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	36	0.0338
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	68	0.0292
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	2	0.0280
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	4	0.0247
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	88	0.0242
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	6	0.0217
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	34	0.0140
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	18	0.0133
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	19	0.0085
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	99	0.0081
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	11	0.0068
c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O	90	0.0005
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	41	0.0989
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	21	0.0876
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	75	0.0845
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	32	0.0839
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	30	0.0805
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	24	0.0803
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	33	0.0776
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	52	0.0773
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	85	0.0753
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	67	0.0736
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	53	0.0717
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	3	0.0703
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	82	0.0679
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	26	0.0647
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	47	0.0644
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	59	0.0631
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	17	0.0626
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	51	0.0620
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	95	0.0615
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	65	0.0613
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	13	0.0607
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	78	0.0595
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	58	0.0580
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	88	0.0576
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	12	0.0573
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	87	0.0570
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	74	0.0570
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	96	0.0566
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	48	0.0566
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	25	0.0559
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	84	0.0559
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	39	0.0554
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	22	0.0549
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	31	0.0545
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	45	0.0540
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	57	0.0528
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	91	0.0527
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	97	0.0523
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	8	0.0522
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	72	0.0521
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	64	0.0519
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	28	0.0508
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	69	0.0506
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	40	0.0496
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	43	0.0494
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	73	0.0488
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	80	0.0483
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	38	0.0482
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	20	0.0469
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	63	0.0467
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	86	0.0461
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	62	0.0459
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	61	0.0457
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	50	0.0455
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	7	0.0453
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	100	0.0451
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	79	0.0450
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	54	0.0447
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	16	0.0444
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	60	0.0442
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	92	0.0442
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	98	0.0441
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	66	0.0436
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	56	0.0424
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	10	0.0419
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	23	0.0412
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	81	0.0409
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	6	0.0409
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	89	0.0408
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	49	0.0405
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	15	0.0403
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	35	0.0393
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	1	0.0385
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	93	0.0380
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	5	0.0373
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	14	0.0373
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	71	0.0370
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	76	0.0365
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	0	0.0364
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	55	0.0347
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	42	0.0346
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	83	0.0342
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	77	0.0336
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	27	0.0334
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	9	0.0325
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	44	0.0323
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	46	0.0317
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	34	0.0315
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	70	0.0299
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	37	0.0296
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	68	0.0285
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	94	0.0279
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	36	0.0272
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	4	0.0214
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	18	0.0211
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	2	0.0192
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	19	0.0118
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	90	0.0103
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	99	0.0072
CCCC(CCC)C(=O)Nc1ccc2c(c1)N(c3ccccc3CC2)C(=O)CCCl	11	0.0035
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	78	0.3602
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	41	0.3274
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	75	0.2195
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	49	0.1914
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	45	0.1855
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	65	0.1622
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	82	0.1606
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	59	0.1444
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	21	0.1440
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	12	0.1440
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	33	0.1419
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	13	0.1374
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	40	0.1324
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	17	0.1252
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	54	0.1221
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	0	0.1215
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	80	0.1201
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	14	0.1201
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	50	0.1187
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	22	0.1187
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	61	0.1179
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	23	0.1114
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	72	0.1108
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	56	0.1106
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	9	0.1093
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	73	0.1080
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	24	0.1079
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	62	0.1055
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	27	0.1044
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	74	0.1028
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	31	0.1025
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	48	0.1006
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	92	0.0984
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	28	0.0975
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	66	0.0968
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	100	0.0960
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	37	0.0956
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	96	0.0946
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	51	0.0944
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	85	0.0937
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	86	0.0931
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	7	0.0923
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	89	0.0913
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	8	0.0913
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	15	0.0905
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	43	0.0895
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	10	0.0890
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	60	0.0887
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	76	0.0883
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	71	0.0882
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	53	0.0871
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	55	0.0856
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	95	0.0854
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	52	0.0843
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	1	0.0841
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	16	0.0828
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	38	0.0827
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	84	0.0820
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	57	0.0807
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	29	0.0805
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	39	0.0784
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	98	0.0766
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	87	0.0753
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	83	0.0744
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	42	0.0733
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	25	0.0719
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	20	0.0717
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	69	0.0711
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	81	0.0711
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	32	0.0709
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	70	0.0693
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	67	0.0690
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	63	0.0666
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	64	0.0659
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	58	0.0648
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	26	0.0647
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	35	0.0643
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	94	0.0635
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	91	0.0615
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	77	0.0600
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	3	0.0597
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	79	0.0573
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	47	0.0572
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	97	0.0564
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	5	0.0521
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	46	0.0514
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	34	0.0505
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	88	0.0459
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	93	0.0426
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	44	0.0422
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	68	0.0417
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	6	0.0405
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	2	0.0387
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	36	0.0382
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	4	0.0365
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	18	0.0296
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	19	0.0239
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	11	0.0121
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	99	0.0105
CC(C)(C)c1ccc(cc1)C(=O)NCCCCNc2ccnc3c2ccc(c3)Cl	90	0.0043
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	74	0.8511
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	33	0.1200
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	80	0.1081
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	21	0.1054
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	75	0.1048
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	30	0.1025
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	23	0.0996
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	57	0.0939
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	97	0.0938
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	67	0.0935
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	86	0.0900
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	61	0.0889
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	78	0.0881
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	54	0.0867
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	49	0.0866
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	27	0.0835
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	66	0.0812
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	63	0.0799
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	64	0.0788
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	28	0.0774
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	56	0.0773
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)Nc4cccc(c4)C#N	85	0.0766
